EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-11-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
11350,JOHVI                                   ,ESTONIA                                 ,+59:19:44,+027:23:53,  73
11351,JOGEVA                                  ,ESTONIA                                 ,+58:44:58,+026:24:54,  70
11352,KARDLA                                  ,ESTONIA                                 ,+58:59:35,+024:49:18,   3
11353,KURESSAARE                              ,ESTONIA                                 ,+58:13:05,+022:30:23,   1
11354,KUNDA                                   ,ESTONIA                                 ,+59:31:17,+026:32:29,   3
11355,KIHNU                                   ,ESTONIA                                 ,+58:05:54,+023:58:13,   3
11356,KUUSIKU                                 ,ESTONIA                                 ,+58:58:23,+024:44:02,  53
11357,NARVA                                   ,ESTONIA                                 ,+59:23:21,+028:06:46,  28
11358,LAANE-NIGULA                            ,ESTONIA                                 ,+58:57:03,+023:48:56,  24
11359,PARNU                                   ,ESTONIA                                 ,+58:25:10,+024:28:10,  12
11360,PAKRI                                   ,ESTONIA                                 ,+59:23:21,+024:02:24,  23
11361,RUHNU                                   ,ESTONIA                                 ,+57:46:59,+023:15:32,   2
11362,RISTNA                                  ,ESTONIA                                 ,+58:55:14,+022:03:59,   7
11363,TALLINN                                 ,ESTONIA                                 ,+59:23:53,+024:36:10,  33
11364,SORVE                                   ,ESTONIA                                 ,+57:54:48,+022:03:28,   3
11365,TIIRIKOJA                               ,ESTONIA                                 ,+58:51:55,+026:57:07,  32
11366,TARTU                                   ,ESTONIA                                 ,+58:18:00,+026:43:59,  58
11367,TARTU-TORAVERE                          ,ESTONIA                                 ,+58:15:50,+026:27:41,  70
11368,TOOMA                                   ,ESTONIA                                 ,+58:52:27,+026:16:19,  89
11369,VAIKE-MAARJA                            ,ESTONIA                                 ,+59:08:29,+026:13:50, 121
11370,TURI                                    ,ESTONIA                                 ,+58:48:30,+025:24:33,  60
11371,VILJANDI                                ,ESTONIA                                 ,+58:22:40,+025:36:01,  86
11372,VALGA                                   ,ESTONIA                                 ,+57:47:24,+026:02:16,  65
11373,VIRTSU                                  ,ESTONIA                                 ,+58:34:22,+023:30:48,   2
11374,PODGORICA                               ,MONTENEGRO                              ,+42:26:15,+019:16:41,  49
11375,PLJEVLJA                                ,MONTENEGRO                              ,+43:21:15,+019:20:42, 784
11378,BAR                                     ,MONTENEGRO                              ,+42:06:00,+019:04:48,   6
11379,KOLASIN                                 ,MONTENEGRO                              ,+42:49:48,+019:31:48, 945
11380,NIKSIC                                  ,MONTENEGRO                              ,+42:45:36,+018:57:00, 647
11381,ZABLJAK                                 ,MONTENEGRO                              ,+43:09:00,+019:07:48, 145
11382,OLOT                                    ,SPAIN                                   ,+42:11:17,+002:28:49, 433
11383,LA POBLA DE SEGUR                       ,SPAIN                                   ,+42:14:38,+000:58:05, 508
11385,LES BORGES BLANQUES                     ,SPAIN                                   ,+41:30:38,+000:51:23, 283
11386,MASSOTERES                              ,SPAIN                                   ,+41:47:35,+001:18:20, 513
11387,STORHOFDI                               ,ICELAND                                 ,+63:23:58,-020:17:17, 118
11388,STORHOFDI (AWS)                         ,ICELAND                                 ,+63:23:57,-020:17:17, 118
11389,TEIGARHORN (AWS)                        ,ICELAND                                 ,+64:40:32,-014:20:38,  21
11405,YOTVATA                                 ,ISRAEL                                  ,+29:53:06,+035:04:37,  70
11406,YAVNEEL                                 ,ISRAEL                                  ,+32:42:11,+035:30:18,   5
11407,SEDOM                                   ,ISRAEL                                  ,+31:01:50,+035:23:30,-388
11408,SEDE BOQER                              ,ISRAEL                                  ,+30:52:13,+034:47:42, 475
11409,NEGBA                                   ,ISRAEL                                  ,+31:39:30,+034:40:46,  95
11410,MEROM GOLAN PICMAN                      ,ISRAEL                                  ,+33:07:44,+035:48:15, 945
11411,AVNE ETAN                               ,ISRAEL                                  ,+32:49:03,+035:45:43, 375
11412,AYYELET HASHAHAR                        ,ISRAEL                                  ,+33:01:27,+035:34:24, 170
11413,BEIT JIMAL                              ,ISRAEL                                  ,+31:43:28,+034:58:33, 355
11414,ELON                                    ,ISRAEL                                  ,+33:03:55,+035:13:01, 300
11415,EN HAHORESH                             ,ISRAEL                                  ,+32:23:16,+034:56:15,  15
11416,GAT                                     ,ISRAEL                                  ,+31:37:49,+034:47:29, 140
11417,GILGAL                                  ,ISRAEL                                  ,+31:59:49,+035:27:02,-255
11418,HAZEVA                                  ,ISRAEL                                  ,+30:46:42,+035:14:20,-135
11419,KEFAR BLUM                              ,ISRAEL                                  ,+33:10:18,+035:36:47,  75
11420,LAHAV                                   ,ISRAEL                                  ,+31:22:51,+034:52:22, 460
11421,MASSADA                                 ,ISRAEL                                  ,+32:40:59,+035:36:02,-200
11422,BESOR FARM                              ,ISRAEL                                  ,+31:16:18,+034:23:21, 110
11425,MILANO (LAMBRATE)                       ,ITALY                                   ,+45:29:53,+009:15:27, 120
11426,SAN COLOMBANO AL LAMBRO                 ,ITALY                                   ,+45:11:17,+009:29:11, 140
11428,VARZI (NIVIONE)                         ,ITALY                                   ,+44:49:31,+009:11:42, 500
11429,SONDRIO (FOND.FOJANINI)                 ,ITALY                                   ,+46:10:00,+009:50:54, 307
11430,SAMOLACO (V.VIGNOLA)                    ,ITALY                                   ,+46:14:15,+009:25:36, 206
11431,SANT ANGELO LODIGIANO                   ,ITALY                                   ,+45:15:42,+009:22:46,  60
11432,GONZAGA                                 ,ITALY                                   ,+44:57:56,+010:46:03,  22
11433,CASSINA VALSASSINA (MOGGIO)             ,ITALY                                   ,+45:54:51,+009:29:51,1234
11434,LANDRIANO (CASCINA MARIANNA)            ,ITALY                                   ,+45:19:19,+009:15:51,  88
11436,ISPRA (PRATO)                           ,ITALY                                   ,+45:48:56,+008:36:52, 193
11437,EDOLO (IST.MENEGHINI)                   ,ITALY                                   ,+46:10:37,+010:19:59, 699
11439,CURTATONE                               ,ITALY                                   ,+45:05:30,+010:43:46,  20
11440,SAN GIOVANNI BIANCO (CORNALITA)         ,ITALY                                   ,+45:53:00,+009:38:49, 700
11442,CAVENAGO D`ADDA                         ,ITALY                                   ,+45:16:15,+009:33:42,  67
11443,CASTELLO D`AGOGNA                       ,ITALY                                   ,+45:14:53,+008:42:02, 106
11444,CASATENOVO (PRATO)                      ,ITALY                                   ,+45:42:11,+009:18:33, 360
11446,CAPRALBA                                ,ITALY                                   ,+45:26:45,+009:38:44,  96
11447,CAPO DI PONTE (V.BRISCIOLI)             ,ITALY                                   ,+46:01:41,+010:20:33, 362
11448,BRESCIA (ITAS PASTORI)                  ,ITALY                                   ,+45:31:39,+010:15:41, 149
11449,BERGAMO (V.STEZZANO)                    ,ITALY                                   ,+45:39:42,+009:39:32, 211
11450,BEMA                                    ,ITALY                                   ,+46:06:25,+009:34:09, 800
11451,CORZANO (BARGNANO)                      ,ITALY                                   ,+45:26:06,+010:02:21,  93
11452,VERTEMATE CON MINOPRIO (VILLA)          ,ITALY                                   ,+45:43:10,+009:05:08, 322
11453,PERSICO DOSIMO                          ,ITALY                                   ,+45:09:54,+010:03:32,  44
11454,RIVOLTA D`ADDA (IST. SPALLANZANI)       ,ITALY                                   ,+45:26:44,+009:31:14, 102
11455,VIRGILIO (MANTOVA CERESE)               ,ITALY                                   ,+45:06:59,+010:47:34,  19
11456,MONTEVECCHIA (CASCINA BUTTO)            ,ITALY                                   ,+45:42:21,+009:23:02, 385
11458,CANZO                                   ,ITALY                                   ,+45:50:57,+009:19:05,1233
11460,BIGARELLO                               ,ITALY                                   ,+45:11:22,+010:53:13,  15
11461,MOTTA VISCONTI (SMR)                    ,ITALY                                   ,+45:16:59,+008:59:18, 100
11462,VERTEMATE CON MINOPRIO (SERRE)          ,ITALY                                   ,+45:43:13,+009:05:08, 310
11463,CAIOLO                                  ,ITALY                                   ,+46:09:23,+009:47:33, 274
11464,LIVIGNO (PASSO FOSCAGNO)                ,ITALY                                   ,+46:29:44,+010:12:27,2320
11465,MADESIMO (SPLUGA)                       ,ITALY                                   ,+46:28:23,+009:20:53,1915
11466,DARFO BOARIO TERME                      ,ITALY                                   ,+45:52:32,+010:10:39, 222
11467,MEZZOLDO (PASSO S.MARCO)                ,ITALY                                   ,+46:02:22,+009:37:42,1824
11468,CINISELLO BALSAMO (PARCO NORD)          ,ITALY                                   ,+45:32:38,+009:12:20, 142
11469,ARCONATE (SMR)                          ,ITALY                                   ,+45:32:58,+008:50:49, 182
11470,PIEVE SAN GIACOMO                       ,ITALY                                   ,+45:07:23,+010:11:43,  39
11471,OSTIGLIA (SERRAVALLE A PO)              ,ITALY                                   ,+45:05:53,+011:06:23,  14
11473,MANTOVA (LUNETTA2 SMR)                  ,ITALY                                   ,+45:09:33,+010:49:26,  25
11474,FILAGO (V.DON MILANI)                   ,ITALY                                   ,+45:38:07,+009:33:21, 190
11475,BERGAMO (V.GOISIS)                      ,ITALY                                   ,+45:43:01,+009:41:20, 290
11476,OSIO SOTTO                              ,ITALY                                   ,+45:37:18,+009:36:42, 182
11477,BERGAMO (V.S.GIORGIO)                   ,ITALY                                   ,+45:40:50,+009:40:37, 249
11478,BERGAMO (V.GARIBALDI)                   ,ITALY                                   ,+45:41:48,+009:39:41, 249
11479,COSTA VOLPINO                           ,ITALY                                   ,+45:49:42,+010:05:49, 192
11480,CASNIGO (VIA EUROPA)                    ,ITALY                                   ,+45:48:57,+009:52:04, 514
11481,ERBA (V. BATTISTI)                      ,ITALY                                   ,+45:48:36,+009:13:18, 279
11482,MARIANO COMENSE                         ,ITALY                                   ,+45:41:24,+009:10:50, 256
11483,COLICO                                  ,ITALY                                   ,+46:08:21,+009:23:04, 229
11484,LECCO (V. AMENDOLA)                     ,ITALY                                   ,+45:51:06,+009:23:44, 214
11485,NIBIONNO                                ,ITALY                                   ,+45:45:09,+009:15:54, 310
11488,TAVAZZANO CON VILLAVESCO (ENEL SUOLO)   ,ITALY                                   ,+45:20:08,+009:25:35,  80
11489,SAN ROCCO AL PORTO                      ,ITALY                                   ,+45:04:59,+009:42:02,  50
11492,AGRATE BRIANZA                          ,ITALY                                   ,+45:34:37,+009:21:15, 162
11493,MILANO (V.BRERA)                        ,ITALY                                   ,+45:28:23,+009:11:21, 122
11494,CARATE BRIANZA                          ,ITALY                                   ,+45:40:23,+009:14:04, 250
11495,CORSICO                                 ,ITALY                                   ,+45:26:15,+009:05:51, 119
11496,TURBIGO (ENEL SUOLO )                   ,ITALY                                   ,+45:31:33,+008:44:08, 146
11497,MILANO (V.JUVARA)                       ,ITALY                                   ,+45:28:27,+009:13:19, 122
11498,LACCHIARELLA                            ,ITALY                                   ,+45:19:32,+009:08:03,  97
11499,MILANO (V.MARCHE)                       ,ITALY                                   ,+45:29:52,+009:11:26, 129
11500,RODANO                                  ,ITALY                                   ,+45:28:26,+009:21:12, 112
11501,TREZZO SULL`ADDA                        ,ITALY                                   ,+45:36:54,+009:30:29, 199
11502,MILANO (P.ZZA ZAVATTARI)                ,ITALY                                   ,+45:28:39,+009:08:30, 122
11503,BORMIO                                  ,ITALY                                   ,+46:28:14,+010:22:32,1225
11504,CHIAVENNA (V.CERLETTI)                  ,ITALY                                   ,+46:19:19,+009:23:44, 333
11505,MORBEGNO (V.CORTIVACCI)                 ,ITALY                                   ,+46:08:00,+009:33:57, 262
11506,SONDRIO (V.MAZZINI)                     ,ITALY                                   ,+46:10:09,+009:52:13, 307
11507,TIRANO (VIALE ITALIA)                   ,ITALY                                   ,+46:13:09,+010:09:23, 439
11509,BUSTO ARSIZIO (V.MAGENTA)               ,ITALY                                   ,+45:36:42,+008:51:00, 222
11510,GALLARATE ( P.ZZA S.LORENZO)            ,ITALY                                   ,+45:39:32,+008:47:50, 240
11511,LONATE POZZOLO (V.VENETO)               ,ITALY                                   ,+45:35:43,+008:44:26, 204
11512,SOMMA LOMBARDO                          ,ITALY                                   ,+45:39:02,+008:42:46, 210
11513,SARONNO (V.MARCONI)                     ,ITALY                                   ,+45:37:31,+009:02:13, 211
11514,VARESE (V.VIDOLETTI)                    ,ITALY                                   ,+45:50:17,+008:48:14, 425
11515,CASALMAGGIORE                           ,ITALY                                   ,+44:58:54,+010:25:39,  23
11516,CREMONA (P.ZZA LIBERTA)                 ,ITALY                                   ,+45:08:18,+010:01:57,  61
11517,CREMA (V.XI FEBBRAIO)                   ,ITALY                                   ,+45:22:04,+009:42:14,  79
11529,PAVIA (V. FOLPERTI)                     ,ITALY                                   ,+45:11:45,+009:09:52,  77
11532,BRENO (V.DON PUTELLI )                  ,ITALY                                   ,+45:57:29,+010:18:03, 342
11533,BRESCIA (V.BROLETTO)                    ,ITALY                                   ,+45:32:29,+010:13:22, 149
11535,BRESCIA (V.ZIZIOLA)                     ,ITALY                                   ,+45:30:56,+010:13:06, 125
11537,GAMBARA                                 ,ITALY                                   ,+45:15:02,+010:17:57,  47
11538,LONATO DEL GARDA                        ,ITALY                                   ,+45:27:54,+010:28:50, 180
11539,ODOLO                                   ,ITALY                                   ,+45:38:51,+010:23:21, 349
11542,VOBARNO (V.SOTTOSTRADA)                 ,ITALY                                   ,+45:38:16,+010:30:47, 242
11543,MARMIROLO                               ,ITALY                                   ,+45:12:33,+010:44:34,  22
11546,VALMADRERA (V.POZZI)                    ,ITALY                                   ,+45:50:36,+009:21:06, 247
11547,FERNO                                   ,ITALY                                   ,+45:37:14,+008:45:24, 215
11549,PONTI SUL MINCIO (V.SAN MARTINO)        ,ITALY                                   ,+45:24:51,+010:40:59, 113
11550,VARZI (V.MAZZINI)                       ,ITALY                                   ,+44:49:23,+009:11:53, 485
11551,SANTA MARGHERITA DI STAFFORA (PASSO DEL ,ITALY                                   ,+44:40:54,+009:13:09,1363
11552,FORTUNAGO                               ,ITALY                                   ,+44:54:50,+009:11:42, 501
11553,VALDISOTTO (OGA S. COLOMBANO)           ,ITALY                                   ,+46:27:18,+010:18:21,2295
11554,GEROLA ALTA (PESCEGALLO)                ,ITALY                                   ,+46:01:39,+009:34:15,1845
11555,APRICA                                  ,ITALY                                   ,+46:07:51,+010:08:53,1950
11556,EDOLO (PANTANO D`AVIO)                  ,ITALY                                   ,+46:10:41,+010:28:22,2105
11557,CARONA (CARISOLE)                       ,ITALY                                   ,+46:02:24,+009:47:38,1950
11558,LIVIGNO (LA VALLACCIA )                 ,ITALY                                   ,+46:28:42,+010:11:20,2655
11563,FOPPOLO                                 ,ITALY                                   ,+46:02:38,+009:45:21,1682
11564,VALTORTA                                ,ITALY                                   ,+45:58:30,+009:32:20, 982
11565,PIAZZA BREMBANA (VIVAIO)                ,ITALY                                   ,+45:56:51,+009:40:22, 510
11566,TREVISO BRESCIANO (CAVACCA)             ,ITALY                                   ,+45:43:32,+010:29:57,1147
11568,LOZZA (PONTE VEDANO)                    ,ITALY                                   ,+45:46:37,+008:52:06, 276
11569,CASLINO D`ERBA (V. 4 NOVEMBRE)          ,ITALY                                   ,+45:50:12,+009:13:57, 427
11570,BREMBATE DI SOPRA (PONTE BRIOLO)        ,ITALY                                   ,+45:42:42,+009:35:15, 260
11571,SONICO (CENTRALE EDOLO)                 ,ITALY                                   ,+46:10:17,+010:20:29, 623
11572,LOZIO                                   ,ITALY                                   ,+45:58:54,+010:15:39, 994
11573,PISOGNE                                 ,ITALY                                   ,+45:48:55,+010:09:11, 842
11574,SARNICO (V. ROMA)                       ,ITALY                                   ,+45:40:01,+009:57:24, 197
11575,BAGOLINO (VALLE DORIZZO)                ,ITALY                                   ,+45:52:45,+010:26:48,1226
11576,CAINO                                   ,ITALY                                   ,+45:36:39,+010:19:19, 428
11577,TORRE BOLDONE                           ,ITALY                                   ,+45:43:03,+009:41:30, 311
11578,CLUSONE (CAMPO SPORTIVO)                ,ITALY                                   ,+45:53:16,+009:56:48, 591
11580,CUVEGLIO                                ,ITALY                                   ,+45:54:16,+008:44:34, 294
11581,ARCISATE                                ,ITALY                                   ,+45:50:51,+008:53:26, 383
11582,PAVIA (SS 35)                           ,ITALY                                   ,+45:10:54,+009:08:48,  71
11583,MILANO (V.FELTRE)                       ,ITALY                                   ,+45:29:35,+009:14:54, 127
11584,LUINO (V. PIERO CHIARA)                 ,ITALY                                   ,+46:00:20,+008:44:34, 205
11585,COMO (VILLA GENO)                       ,ITALY                                   ,+45:49:18,+009:04:48, 200
11589,CEVO                                    ,ITALY                                   ,+46:04:54,+010:22:40,1128
11590,BIENNO                                  ,ITALY                                   ,+45:56:48,+010:17:12, 501
11591,LOMELLO (SS 211)                        ,ITALY                                   ,+45:07:30,+008:47:57,  95
11592,SONCINO (V. BRESCIA)                    ,ITALY                                   ,+45:24:02,+009:53:25,  87
11594,DARFO BOARIO TERME (SS 42)              ,ITALY                                   ,+45:52:18,+010:09:24, 205
11595,CREMA (V.CAMPORELLE)                    ,ITALY                                   ,+45:21:28,+009:40:17, 103
11596,VOGHERA (V. CAMBIASO)                   ,ITALY                                   ,+44:59:30,+009:01:03,  95
11598,VIGEVANO (SS494)                        ,ITALY                                   ,+45:20:34,+008:52:46,  94
11599,LAMBRUGO                                ,ITALY                                   ,+45:45:47,+009:14:39, 273
11600,CANTA (ASNAGO)                          ,ITALY                                   ,+45:43:12,+009:06:01, 244
11601,SANTA MARGHERITA DI STAFFORA (CASANOVA) ,ITALY                                   ,+44:46:09,+009:14:21, 575
11603,ASOLA (SORBARA )                        ,ITALY                                   ,+45:13:05,+010:24:56,  41
11604,MANERBIO (V.DANTE)                      ,ITALY                                   ,+45:21:39,+010:08:44,  60
11605,MISINTO                                 ,ITALY                                   ,+45:39:46,+009:03:59, 247
11606,BARNI                                   ,ITALY                                   ,+45:54:24,+009:15:57, 625
11607,CASTIGLIONE DELLE STIVIERE              ,ITALY                                   ,+45:22:32,+010:30:42, 109
11609,BUSTO ARSIZIO (V.ROSSINI)               ,ITALY                                   ,+45:37:40,+008:49:26, 242
11611,SERMIDE (SP 91)                         ,ITALY                                   ,+45:01:00,+011:17:24,  10
11612,PONTI SUL MINCIO (MONZAMBANO)           ,ITALY                                   ,+45:23:38,+010:42:23,  62
11613,PAISCO LOVENO                           ,ITALY                                   ,+46:04:48,+010:17:48, 816
11614,VARESE (V.APPIANI)                      ,ITALY                                   ,+45:50:02,+008:49:24, 416
11616,LAVENO - MOMBELLO (POGGIO S.ELSA)       ,ITALY                                   ,+45:54:43,+008:38:17, 951
11617,LAVENO - MOMBELLO (P.ZZA MATTEOTTI)     ,ITALY                                   ,+45:54:41,+008:37:06, 207
11622,RANZANICO                               ,ITALY                                   ,+45:47:17,+009:55:58, 512
11623,CASTRONNO                               ,ITALY                                   ,+45:45:00,+008:49:14, 379
11624,CASTIONE DELLA PRESOLANA                ,ITALY                                   ,+45:55:46,+010:03:47,1180
11629,VALBONDIONE                             ,ITALY                                   ,+46:03:56,+010:02:18,1784
11631,CENE (PONTE)                            ,ITALY                                   ,+45:47:08,+009:49:18, 361
11632,SAN GIACOMO FILIPPO (LAGO TRUZZO)       ,ITALY                                   ,+46:21:42,+009:19:12,2064
11633,VAL MASINO (S.MARTINO)                  ,ITALY                                   ,+46:14:34,+009:37:55, 943
11634,PONTE DI LEGNO (CASE PIRLI)             ,ITALY                                   ,+46:17:53,+010:30:24,1640
11635,MONNO                                   ,ITALY                                   ,+46:15:06,+010:18:32,1728
11636,GANDELLINO (GRABIASCA)                  ,ITALY                                   ,+46:00:32,+009:56:52, 738
11637,CORTENOVA                               ,ITALY                                   ,+46:00:32,+009:22:49, 456
11638,MOLTENO (CIMITERO)                      ,ITALY                                   ,+45:47:03,+009:18:25, 278
11640,CANEVINO                                ,ITALY                                   ,+44:56:09,+009:16:32, 455
11641,CAVARGNA                                ,ITALY                                   ,+46:05:34,+009:06:38,1100
11642,OSNAGO                                  ,ITALY                                   ,+45:40:45,+009:23:18, 234
11645,CASNIGO (CAMPO SPORTIVO)                ,ITALY                                   ,+45:50:07,+009:52:33, 501
11646,GOITO                                   ,ITALY                                   ,+45:15:54,+010:39:48,  30
11647,LURAGO MARINONE                         ,ITALY                                   ,+45:42:42,+008:58:21, 296
11648,CAVARIA CON PREMEZZO (V. CANTALUPA)     ,ITALY                                   ,+45:41:26,+008:48:28, 274
11649,VERCANA                                 ,ITALY                                   ,+46:10:59,+009:19:28, 980
11651,ARDESIO (VALCANALE)                     ,ITALY                                   ,+45:57:06,+009:51:47,1002
11652,CASALBUTTANO ED UNITI                   ,ITALY                                   ,+45:15:25,+009:57:48,  56
11654,ROTA D`IMAGNA                           ,ITALY                                   ,+45:50:27,+009:30:41, 674
11655,OLTRE IL COLLE (ZAMBLA)                 ,ITALY                                   ,+45:53:33,+009:47:20,1138
11656,COMO (VILLA GALLIA)                     ,ITALY                                   ,+45:48:59,+009:04:00, 201
11658,MANTOVA (S.AGNESE)                      ,ITALY                                   ,+45:09:42,+010:47:44,  22
11659,MANTOVA (TRIDOLINO)                     ,ITALY                                   ,+45:09:16,+010:51:33,  22
11660,CORNALE                                 ,ITALY                                   ,+45:02:29,+008:54:51,  74
11661,CREMONA (VIA FATEBENEFRATELLI)          ,ITALY                                   ,+45:08:38,+010:02:38,  43
11662,LECCO (V.SORA)                          ,ITALY                                   ,+45:51:54,+009:24:00, 272
11664,SONDRIO (V.PARIBELLI)                   ,ITALY                                   ,+46:10:09,+009:52:45, 290
11666,BERTONICO                               ,ITALY                                   ,+45:14:04,+009:39:59,  65
11668,ERBA (V. MAGNI)                         ,ITALY                                   ,+45:48:46,+009:13:27, 323
11670,SARONNO (V.SANTUARIO)                   ,ITALY                                   ,+45:37:39,+009:02:23, 212
11671,VAL MASINO (BAGNI)                      ,ITALY                                   ,+46:14:40,+009:35:47,1191
11673,SPINADESCO                              ,ITALY                                   ,+45:09:06,+009:55:50,  48
11674,LIMONE SUL GARDA                        ,ITALY                                   ,+45:48:29,+010:47:24,  75
11675,COLLIO (MEMMO)                          ,ITALY                                   ,+45:48:46,+010:18:56,1069
11676,TOSCOLANO-MADERNO                       ,ITALY                                   ,+45:38:16,+010:37:00,  70
11678,TEGLIO (S. GIACOMO)                     ,ITALY                                   ,+46:09:34,+010:02:18, 357
11679,LAVENA PONTE TRESA (VIA DELLA BOSCHIVA) ,ITALY                                   ,+45:58:23,+008:51:01, 269
11680,OLGIATE COMASCO (V.REPUBBLICA)          ,ITALY                                   ,+45:46:27,+008:58:21, 400
11682,PONTE IN VALTELLINA (LAGO REGUZZO)      ,ITALY                                   ,+46:05:52,+009:58:12,2445
11683,LANZADA (PASSO MARINELLI)               ,ITALY                                   ,+46:21:03,+009:54:55,3050
11684,PIAZZATORRE                             ,ITALY                                   ,+45:59:40,+009:41:35, 966
11685,CAMPODOLCINO (ALPE MOTTA)               ,ITALY                                   ,+46:25:27,+009:22:08,1880
11686,BARZIO (PIANI DI BOBBIO)                ,ITALY                                   ,+45:57:38,+009:30:03,1713
11687,BRENO (LAGO DELLA VACCA)                ,ITALY                                   ,+45:57:32,+010:26:34,2401
11688,CLUSONE (SP 671)                        ,ITALY                                   ,+45:52:55,+009:55:59, 564
11689,BIONE                                   ,ITALY                                   ,+45:40:06,+010:19:39, 911
11690,PORLEZZA (TORRENTE)                     ,ITALY                                   ,+46:02:21,+009:08:26, 291
11691,BAGOLINO (SP669)                        ,ITALY                                   ,+45:50:24,+010:27:07, 775
11692,BREMBILLA                               ,ITALY                                   ,+45:48:57,+009:36:33, 468
11693,GARZENO                                 ,ITALY                                   ,+46:08:00,+009:14:52, 581
11694,VARANO BORGHI                           ,ITALY                                   ,+45:46:04,+008:42:43, 241
11695,PUEGNAGO SUL GARDA                      ,ITALY                                   ,+45:34:51,+010:30:01, 291
11696,TIGNALE (OLDESIO)                       ,ITALY                                   ,+45:44:02,+010:43:15, 374
11698,TREMEZZO                                ,ITALY                                   ,+45:59:21,+009:12:51, 309
11699,VEDDASCA (MONTE CADRIGNA)               ,ITALY                                   ,+46:04:23,+008:46:08,1302
11700,SAREZZO (V.DELLA FONTE)                 ,ITALY                                   ,+45:40:09,+010:11:13, 290
11701,GORDONA                                 ,ITALY                                   ,+46:17:34,+009:20:21,1362
11703,SAN SIRO                                ,ITALY                                   ,+46:04:23,+009:14:17,1285
11708,CREMONA (VIA GERRE BORGHI)              ,ITALY                                   ,+45:06:38,+010:04:09,  36
11709,BERGAMO (V.MAFFEI)                      ,ITALY                                   ,+45:41:48,+009:40:28, 249
11713,DUBINO                                  ,ITALY                                   ,+46:10:06,+009:27:29, 993
11730,LANZADA (PALA)                          ,ITALY                                   ,+46:17:39,+009:53:03,2155
11732,ALTENBURG                               ,GERMANY                                 ,+50:58:59,+012:25:59,  21
11733,ANDERNACH                               ,GERMANY                                 ,+50:25:24,+007:25:12,   8
11734,BERCHTESGADEN (KKST)                    ,GERMANY                                 ,+47:38:03,+013:00:38,  55
11735,BAD BERKA (FLUGPLATZ)                   ,GERMANY                                 ,+50:54:25,+011:15:59,  30
11736,BERLIN-ADLERSHOF                        ,GERMANY                                 ,+52:25:00,+013:28:59,   4
11737,BERLIN-FRIEDRICHSHAGEN                  ,GERMANY                                 ,+52:27:00,+013:39:00,   4
11738,BERLIN-FROHNAU                          ,GERMANY                                 ,+52:38:44,+013:17:08,   5
11739,BERLIN-INVALIDENSTRASSE                 ,GERMANY                                 ,+52:31:59,+013:22:59,   4
11740,BERLIN-OSTKREUZ                         ,GERMANY                                 ,+52:30:00,+013:28:00,   4
11741,BITTERFELD                              ,GERMANY                                 ,+51:37:59,+012:19:00,   8
11742,COLLMBERG                               ,GERMANY                                 ,+51:18:14,+013:00:33,  31
11743,DOEBELN                                 ,GERMANY                                 ,+51:07:59,+013:07:00,  20
11744,DRESDEN (MITTE)                         ,GERMANY                                 ,+51:03:20,+013:43:37,  11
11745,ENNIGERLOH-OSTENFELDE                   ,GERMANY                                 ,+51:50:30,+008:03:38,  10
11746,GEISINGBERG                             ,GERMANY                                 ,+50:46:18,+013:46:23,  82
11747,BAD GOTTLEUBA                           ,GERMANY                                 ,+50:51:00,+013:55:59,  74
11748,GREIFSWALD-WIECK                        ,GERMANY                                 ,+54:06:00,+013:27:00,   0
11749,GREIZ                                   ,GERMANY                                 ,+50:39:00,+012:12:00,  28
11750,GROSSER INSELSBERG                      ,GERMANY                                 ,+50:51:06,+010:27:59,  91
11751,GROSSMEHRING-THEISSING                  ,GERMANY                                 ,+48:48:45,+011:34:22,  41
11752,GUENZBURG                               ,GERMANY                                 ,+48:29:16,+010:15:38,  44
11753,GUESTROW-SCHABERNACK                    ,GERMANY                                 ,+53:46:00,+012:13:00,   3
11754,HALLE (STADT)                           ,GERMANY                                 ,+51:28:59,+011:58:00,  10
11755,HINTERHERMSDORF                         ,GERMANY                                 ,+50:55:00,+014:22:00,  39
11756,HOHENNAUEN                              ,GERMANY                                 ,+52:40:00,+012:19:59,   3
11757,ILSENBURG                               ,GERMANY                                 ,+51:52:00,+010:40:59,  26
11758,KAMENZ                                  ,GERMANY                                 ,+51:16:00,+014:04:59,  27
11759,LEIPZIG-MOCKAU                          ,GERMANY                                 ,+51:23:30,+012:23:45,  13
11760,LEUNAWERKE                              ,GERMANY                                 ,+51:19:00,+012:01:59,   9
11761,LUEBBEN                                 ,GERMANY                                 ,+51:55:59,+013:52:59,   6
